timestamp,train_id,train_name,line,component,speed_kmh,ambient_temp_c,vibration_mm_s,bearing_temp_c,door_current_a,door_cycle_s,brake_pressure_bar,brake_temp_c,motor_current_a,motor_temp_c,injected_anomaly,scenario
2026-09-01T00:05:00Z,RG-101,Synthetic set 01,North,brakes,46.708,28.089,,,,,4.1345,46.6205,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-101,Synthetic set 01,North,doors,46.708,28.089,,,4.0301,2.8442,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-101,Synthetic set 01,North,motors,46.708,28.089,,,,,,,167.7187,47.407,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-102,Synthetic set 02,East,bogies,56.918,27.926,2.0854,40.5888,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-102,Synthetic set 02,East,brakes,56.918,27.926,,,,,4.1138,49.041,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-102,Synthetic set 02,East,doors,56.918,27.926,,,4.2749,2.8411,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-102,Synthetic set 02,East,motors,56.918,27.926,,,,,,,178.6685,46.8615,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-103,Synthetic set 03,Circle,bogies,59.086,28.081,2.0669,40.9321,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-103,Synthetic set 03,Circle,brakes,59.086,28.081,,,,,4.1402,47.0463,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-103,Synthetic set 03,Circle,doors,59.086,28.081,,,4.5786,2.9002,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-103,Synthetic set 03,Circle,motors,59.086,28.081,,,,,,,176.9166,46.1448,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-104,Synthetic set 04,Harbour,bogies,59.827,28.001,2.4305,41.6724,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-104,Synthetic set 04,Harbour,brakes,59.827,28.001,,,,,4.1565,49.9156,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-104,Synthetic set 04,Harbour,doors,59.827,28.001,,,3.8827,2.8322,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-104,Synthetic set 04,Harbour,motors,59.827,28.001,,,,,,,184.967,47.2184,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-105,Synthetic set 05,North,bogies,50.042,28.105,2.1671,41.2014,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-105,Synthetic set 05,North,brakes,50.042,28.105,,,,,4.2437,46.8734,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-105,Synthetic set 05,North,doors,50.042,28.105,,,4.2835,2.8103,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-105,Synthetic set 05,North,motors,50.042,28.105,,,,,,,178.713,46.307,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-106,Synthetic set 06,East,bogies,43.076,28.317,1.9802,40.5875,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-106,Synthetic set 06,East,brakes,43.076,28.317,,,,,4.0478,46.8316,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-106,Synthetic set 06,East,doors,43.076,28.317,,,4.3012,2.9451,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-106,Synthetic set 06,East,motors,43.076,28.317,,,,,,,167.5033,46.6085,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-107,Synthetic set 07,Circle,bogies,33.894,28.022,1.7457,40.8049,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-107,Synthetic set 07,Circle,brakes,33.894,28.022,,,,,4.2527,47.3482,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-107,Synthetic set 07,Circle,doors,33.894,28.022,,,4.2022,2.8187,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-107,Synthetic set 07,Circle,motors,33.894,28.022,,,,,,,162.3447,46.2666,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-108,Synthetic set 08,Harbour,bogies,30.703,27.888,1.9371,41.1189,,,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-108,Synthetic set 08,Harbour,brakes,30.703,27.888,,,,,4.1244,45.7311,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-108,Synthetic set 08,Harbour,doors,30.703,27.888,,,4.085,2.9203,,,,,0,synthetic_nominal
2026-09-01T00:05:00Z,RG-108,Synthetic set 08,Harbour,motors,30.703,27.888,,,,,,,157.3319,46.4301,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-101,Synthetic set 01,North,bogies,54.5,28.169,2.1362,39.8859,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-101,Synthetic set 01,North,brakes,54.5,28.169,,,,,4.1327,48.254,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-101,Synthetic set 01,North,doors,54.5,28.169,,,4.2652,2.7169,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-101,Synthetic set 01,North,motors,54.5,28.169,,,,,,,183.9814,45.3569,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-102,Synthetic set 02,East,bogies,58.868,28.367,2.2018,39.9442,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-102,Synthetic set 02,East,brakes,58.868,28.367,,,,,4.1555,48.3796,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-102,Synthetic set 02,East,doors,58.868,28.367,,,4.0433,2.7242,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-102,Synthetic set 02,East,motors,58.868,28.367,,,,,,,181.8679,47.8574,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-103,Synthetic set 03,Circle,bogies,56.311,28.097,2.374,41.2456,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-103,Synthetic set 03,Circle,brakes,56.311,28.097,,,,,4.05,47.8825,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-103,Synthetic set 03,Circle,doors,56.311,28.097,,,3.9019,2.8858,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-103,Synthetic set 03,Circle,motors,56.311,28.097,,,,,,,179.9268,46.5672,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-104,Synthetic set 04,Harbour,bogies,52.205,28.34,2.1909,40.7154,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-104,Synthetic set 04,Harbour,brakes,52.205,28.34,,,,,4.1801,48.2475,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-104,Synthetic set 04,Harbour,doors,52.205,28.34,,,4.1873,2.9815,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-104,Synthetic set 04,Harbour,motors,52.205,28.34,,,,,,,175.6041,46.8127,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-105,Synthetic set 05,North,bogies,47.857,28.59,2.2539,41.6505,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-105,Synthetic set 05,North,brakes,47.857,28.59,,,,,4.2182,47.1096,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-105,Synthetic set 05,North,doors,47.857,28.59,,,4.1096,2.8648,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-105,Synthetic set 05,North,motors,47.857,28.59,,,,,,,168.3602,46.987,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-106,Synthetic set 06,East,bogies,36.037,28.024,2.0418,40.3483,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-106,Synthetic set 06,East,brakes,36.037,28.024,,,,,4.1317,45.9969,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-106,Synthetic set 06,East,doors,36.037,28.024,,,4.3728,2.8908,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-106,Synthetic set 06,East,motors,36.037,28.024,,,,,,,162.7391,47.0677,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-107,Synthetic set 07,Circle,bogies,29.582,28.394,1.8832,40.2211,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-107,Synthetic set 07,Circle,brakes,29.582,28.394,,,,,4.1396,46.0255,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-107,Synthetic set 07,Circle,doors,29.582,28.394,,,3.6957,2.8758,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-107,Synthetic set 07,Circle,motors,29.582,28.394,,,,,,,157.1769,44.5091,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-108,Synthetic set 08,Harbour,bogies,35.015,28.143,2.0547,40.1891,,,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-108,Synthetic set 08,Harbour,brakes,35.015,28.143,,,,,4.217,47.8406,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-108,Synthetic set 08,Harbour,doors,35.015,28.143,,,4.0891,2.8337,,,,,0,synthetic_nominal
2026-09-01T00:10:00Z,RG-108,Synthetic set 08,Harbour,motors,35.015,28.143,,,,,,,166.8415,45.6405,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-101,Synthetic set 01,North,bogies,58.005,28.329,2.2583,40.6644,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-101,Synthetic set 01,North,brakes,58.005,28.329,,,,,4.1407,48.4103,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-101,Synthetic set 01,North,doors,58.005,28.329,,,4.1674,2.9329,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-101,Synthetic set 01,North,motors,58.005,28.329,,,,,,,177.8638,46.509,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-102,Synthetic set 02,East,bogies,60.267,28.409,2.3486,41.6743,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-102,Synthetic set 02,East,brakes,60.267,28.409,,,,,4.2989,47.7682,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-102,Synthetic set 02,East,doors,60.267,28.409,,,4.2074,2.8473,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-102,Synthetic set 02,East,motors,60.267,28.409,,,,,,,180.1446,46.5117,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-103,Synthetic set 03,Circle,bogies,59.278,28.246,2.2503,40.8999,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-103,Synthetic set 03,Circle,brakes,59.278,28.246,,,,,4.1375,48.4586,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-103,Synthetic set 03,Circle,doors,59.278,28.246,,,4.0435,2.851,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-103,Synthetic set 03,Circle,motors,59.278,28.246,,,,,,,175.0545,44.9814,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-104,Synthetic set 04,Harbour,bogies,45.58,28.093,2.0265,40.478,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-104,Synthetic set 04,Harbour,brakes,45.58,28.093,,,,,4.0871,47.6394,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-104,Synthetic set 04,Harbour,doors,45.58,28.093,,,4.1606,2.8546,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-104,Synthetic set 04,Harbour,motors,45.58,28.093,,,,,,,170.6827,46.4134,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-105,Synthetic set 05,North,bogies,39.828,28.248,1.932,40.7558,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-105,Synthetic set 05,North,brakes,39.828,28.248,,,,,4.0566,47.9518,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-105,Synthetic set 05,North,doors,39.828,28.248,,,4.0808,2.7225,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-105,Synthetic set 05,North,motors,39.828,28.248,,,,,,,171.1397,46.7818,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-106,Synthetic set 06,East,bogies,35.184,28.275,1.7895,40.6716,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-106,Synthetic set 06,East,brakes,35.184,28.275,,,,,4.108,46.188,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-106,Synthetic set 06,East,doors,35.184,28.275,,,4.2183,2.9638,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-106,Synthetic set 06,East,motors,35.184,28.275,,,,,,,165.3176,45.7967,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-107,Synthetic set 07,Circle,bogies,33.795,28.187,1.9443,40.1705,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-107,Synthetic set 07,Circle,brakes,33.795,28.187,,,,,4.3776,46.362,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-107,Synthetic set 07,Circle,doors,33.795,28.187,,,4.2239,2.7876,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-107,Synthetic set 07,Circle,motors,33.795,28.187,,,,,,,167.882,45.8691,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-108,Synthetic set 08,Harbour,bogies,30.057,28.03,2.0899,39.2179,,,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-108,Synthetic set 08,Harbour,brakes,30.057,28.03,,,,,4.0853,46.2125,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-108,Synthetic set 08,Harbour,doors,30.057,28.03,,,4.2954,2.968,,,,,0,synthetic_nominal
2026-09-01T00:15:00Z,RG-108,Synthetic set 08,Harbour,motors,30.057,28.03,,,,,,,152.839,46.6442,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-101,Synthetic set 01,North,bogies,53.885,28.621,1.8483,40.492,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-101,Synthetic set 01,North,brakes,53.885,28.621,,,,,4.1228,47.8755,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-101,Synthetic set 01,North,doors,53.885,28.621,,,4.1549,2.8176,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-101,Synthetic set 01,North,motors,53.885,28.621,,,,,,,181.1635,48.6794,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-102,Synthetic set 02,East,bogies,56.916,28.546,2.2212,40.5406,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-102,Synthetic set 02,East,brakes,56.916,28.546,,,,,4.1145,46.0975,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-102,Synthetic set 02,East,doors,56.916,28.546,,,4.5774,2.7702,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-102,Synthetic set 02,East,motors,56.916,28.546,,,,,,,178.5754,46.5859,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-103,Synthetic set 03,Circle,bogies,51.272,28.22,2.1185,40.4275,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-103,Synthetic set 03,Circle,brakes,51.272,28.22,,,,,4.0502,47.9687,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-103,Synthetic set 03,Circle,doors,51.272,28.22,,,4.1509,2.8054,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-103,Synthetic set 03,Circle,motors,51.272,28.22,,,,,,,177.5373,44.7476,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-104,Synthetic set 04,Harbour,bogies,45.493,28.251,2.0377,40.6178,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-104,Synthetic set 04,Harbour,brakes,45.493,28.251,,,,,4.0406,47.5848,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-104,Synthetic set 04,Harbour,doors,45.493,28.251,,,4.2946,2.7996,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-104,Synthetic set 04,Harbour,motors,45.493,28.251,,,,,,,161.9949,46.1471,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-105,Synthetic set 05,North,bogies,39.036,28.449,2.0214,41.6957,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-105,Synthetic set 05,North,brakes,39.036,28.449,,,,,4.0901,47.0888,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-105,Synthetic set 05,North,doors,39.036,28.449,,,4.361,2.8506,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-105,Synthetic set 05,North,motors,39.036,28.449,,,,,,,161.6367,45.7003,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-106,Synthetic set 06,East,bogies,31.138,28.526,2.0542,41.2505,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-106,Synthetic set 06,East,brakes,31.138,28.526,,,,,4.0334,46.4771,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-106,Synthetic set 06,East,doors,31.138,28.526,,,4.2607,2.9875,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-106,Synthetic set 06,East,motors,31.138,28.526,,,,,,,161.8506,46.1914,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-107,Synthetic set 07,Circle,bogies,32.718,28.339,1.7308,40.3304,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-107,Synthetic set 07,Circle,brakes,32.718,28.339,,,,,4.2447,46.2969,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-107,Synthetic set 07,Circle,doors,32.718,28.339,,,4.0975,2.8015,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-107,Synthetic set 07,Circle,motors,32.718,28.339,,,,,,,163.7191,47.0964,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-108,Synthetic set 08,Harbour,bogies,35.041,28.246,1.979,40.6545,,,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-108,Synthetic set 08,Harbour,brakes,35.041,28.246,,,,,4.1201,47.1933,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-108,Synthetic set 08,Harbour,doors,35.041,28.246,,,4.189,2.7199,,,,,0,synthetic_nominal
2026-09-01T00:20:00Z,RG-108,Synthetic set 08,Harbour,motors,35.041,28.246,,,,,,,158.4261,45.3213,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-101,Synthetic set 01,North,bogies,55.183,28.102,2.0269,40.7317,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-101,Synthetic set 01,North,brakes,55.183,28.102,,,,,4.032,47.0783,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-101,Synthetic set 01,North,doors,55.183,28.102,,,4.4259,2.8531,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-101,Synthetic set 01,North,motors,55.183,28.102,,,,,,,177.571,47.5861,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-102,Synthetic set 02,East,bogies,54.903,28.493,2.0002,41.7712,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-102,Synthetic set 02,East,brakes,54.903,28.493,,,,,4.0942,48.0383,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-102,Synthetic set 02,East,doors,54.903,28.493,,,4.1804,2.8079,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-102,Synthetic set 02,East,motors,54.903,28.493,,,,,,,172.1291,48.139,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-103,Synthetic set 03,Circle,bogies,47.814,28.785,1.9991,40.3981,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-103,Synthetic set 03,Circle,brakes,47.814,28.785,,,,,4.0028,47.4868,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-103,Synthetic set 03,Circle,doors,47.814,28.785,,,4.1155,2.7821,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-103,Synthetic set 03,Circle,motors,47.814,28.785,,,,,,,178.5444,49.0896,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-104,Synthetic set 04,Harbour,bogies,39.017,28.438,2.0088,41.1876,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-104,Synthetic set 04,Harbour,brakes,39.017,28.438,,,,,4.0911,45.8219,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-104,Synthetic set 04,Harbour,doors,39.017,28.438,,,4.1869,2.7067,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-104,Synthetic set 04,Harbour,motors,39.017,28.438,,,,,,,166.613,45.3158,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-105,Synthetic set 05,North,bogies,35.342,28.911,1.9742,40.0804,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-105,Synthetic set 05,North,brakes,35.342,28.911,,,,,4.1731,47.1582,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-105,Synthetic set 05,North,doors,35.342,28.911,,,3.866,2.7732,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-105,Synthetic set 05,North,motors,35.342,28.911,,,,,,,162.975,46.0838,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-106,Synthetic set 06,East,bogies,29.795,28.769,1.9701,40.0865,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-106,Synthetic set 06,East,brakes,29.795,28.769,,,,,4.0272,45.6038,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-106,Synthetic set 06,East,doors,29.795,28.769,,,4.2012,2.7247,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-106,Synthetic set 06,East,motors,29.795,28.769,,,,,,,162.3245,47.4968,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-107,Synthetic set 07,Circle,bogies,31.047,28.451,1.9777,42.0285,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-107,Synthetic set 07,Circle,brakes,31.047,28.451,,,,,4.1823,46.7,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-107,Synthetic set 07,Circle,doors,31.047,28.451,,,4.4004,2.8633,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-107,Synthetic set 07,Circle,motors,31.047,28.451,,,,,,,155.8293,45.9691,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-108,Synthetic set 08,Harbour,bogies,40.331,28.535,2.1059,40.6078,,,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-108,Synthetic set 08,Harbour,brakes,40.331,28.535,,,,,4.1327,45.5794,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-108,Synthetic set 08,Harbour,doors,40.331,28.535,,,3.9513,2.8706,,,,,0,synthetic_nominal
2026-09-01T00:25:00Z,RG-108,Synthetic set 08,Harbour,motors,40.331,28.535,,,,,,,166.4752,46.3712,0,synthetic_nominal
2026-09-01T00:30:00Z,RG-101,Synthetic set 01,North,bogies,56.38,28.53,2.1534,41.1136,,,,,,,0,synthetic_nominal
2026-09-01T00:30:00Z,RG-101,Synthetic set 01,North,brakes,56.38,28.53,,,,,4.1026,48.1451,,,0,synthetic_nominal
2026-09-01T00:30:00Z,RG-101,Synthetic set 01,North,doors,56.38,28.53,,,3.7246,3.0082,,,,,0,synthetic_nominal
